id_Goal,id_game,id_player,Minute
0,66,207,4
1,34,136,61
2,36,139,27
3,67,208,25
4,68,210,10
5,69,211,71
6,69,212,29
7,70,213,88
8,71,214,72
9,72,215,73
10,73,216,77
11,74,217,45+1
12,75,218,74
13,76,219,46
14,77,220,17
15,4,5,19
